citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
965 S.W.2d 589,3,0,3,3,law_enforcement;due_process;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Does-causing-a-risk-of-1.pdf | Lindsey v. Lindsey, 965 S.W.2d 589 (Tex. App. 1998)"
992 F.2d 750,3,0,3,3,law_enforcement;due_process;ex_parte;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-legal-grounds-1.pdf | Co., 263 U.S. 413, 416 (1923); Ritter v. Ross, 992 F.2d 750, 754 (7th Cir. 1993). Accordingly, to the extent Plaintiff seeks relief from state court judgments in this"
767 S.W.2d 700,2,0,2,14,notice;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | 118 S.W.3d 742 (Tex. 2003); Tice v. City of Pasadena, 767 S.W.2d 700 (Tex."
153 S.W.3d 54,2,2,0,12,law_enforcement;recusal;notice;jurisdiction;temporary_orders,"CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf | explained in In re Sanders, 153 S.W.3d 54, 57 (Tex. 2004), quoting Spears v. Fourth Court, 797"
342 S.W.3d 96,2,0,2,12,law_enforcement;due_process;recusal;notice;federal_court,"RESEARCH\vLex-Vincent-If-a-litigant-files-a-tieritary-recusal--and-the-opposing-party-doesn-t-respond--can-the-regional-ju-1.pdf | Stone, 342 S.W.3d 96 (Tex. App. 2011), confirms that while courts have"
437 S.W.3d 498,2,0,2,12,property_financial;custody;appeal;due_process;jurisdiction,"RESEARCH\trial court is the sole judge of witness credibility.pdf | The Texas Supreme Court in In re A.B., 437 S.W.3d 498 (Tex. 2014) and In re"
650 S.W.3d 428,2,1,1,12,notice;jurisdiction;lockout_eviction;federal_court;appeal,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | M.B., 650 S.W.3d 428, 436 (Tex. 2022); see, e.g., In re Champion Indus. Sales, LLC, 398"
659 S.W.3d 449,2,2,0,12,recusal;jurisdiction;appeal;mandamus;custody,"CASE DOCS\09.25.25 - AFFIDAVIT OF CHARLES DUSTIN MYERS.pdf | v. Precision-Hayes Int'l, Inc., 659 S.W.3d 449 (Tex. 2022)). The clerks refusal to docket a new"
748 F.3d 984,2,0,2,11,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | RICO. In United States v. Kamahele, 748 F.3d 984, 1003 (10th Cir. 2014), the"
180 S.W.3d 570,2,0,2,9,appeal;property_financial;law_enforcement;due_process;protective_order,"RESEARCH\allegations such as drug.pdf | J.P.B., 180 S.W.3d 570, 573 (Tex. 2005) (citing In re J.F.C., 96 S.W.3d at"
130 S.W.3d 894,2,0,2,8,jurisdiction;fraud_perjury;appeal;property_financial;notice,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | Loaiza v. Loaiza, 130 S.W.3d 894, 900 (Tex. App. 2004)"
158 F.3d 832,2,0,2,8,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | Posada-Rios, 158 F.3d 832, 857 (5th Cir. 1998) (""'The agreement, a"
58 S.W.3d 187,2,0,2,8,notice;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | remains consistent with other authorities (Ince v. Ince, 58 S.W.3d 187"
608 S.W.3d 245,2,0,2,8,hearing;appeal,"RESEARCH\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-1.pdf | In State v. Stephens, 608 S.W.3d 245 (Tex. App. 2020), the court"
698 S.W.3d 76,2,0,2,8,law_enforcement;notice;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-If-an-agreed-temporary-order--not-adopted-by-the-district-judge--bears-only-an-associate-judge-s-sig-1.pdf | In K.E.B. v. Off. of Att'y Gen. of Tex., 698 S.W.3d 76 (Tex. App. 2024), the"
731 F.2d 1160,2,0,2,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | 731 F.2d 1160, 1167 (5th Cir. 1984))."
738 F.3d 338,2,0,2,8,rico;fraud_perjury;federal_court;appeal;law_enforcement,"RESEARCH\vLex-Vincent-Defendants-engaged-in-at-least-two-predicate-acts--wire-fraud--money-laundering--obstruction--etc----1.pdf | pursue the enterprise's purpose."" United States v. Eiland, 738 F.3d 338, 360"
791 S.W.2d 628,2,0,2,8,law_enforcement;fraud_perjury;appeal;property_financial;sanctions_contempt,"RESEARCH\vLex-Vincent-What-are-the-legal-consequences-1.pdf | Kale v. Palmer, 791 S.W.2d 628 (Tex. App. 1990) clarifies that Texas law does not provide a civil cause of action for perjury, even if a party loses a case due"
797 S.W.2d 654,2,2,0,8,law_enforcement;recusal;notice;jurisdiction;temporary_orders,"CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf | Court of Appeals, 797 S.W.2d 654 (Tex. 1990). The courts also consider the severity and"
87 S.W.3d 552,2,0,2,8,recusal;child_support_oag;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers-----------1.pdf | Halsey, 87 S.W.3d 552, 554 (Tex. 2002) (citing Stump v. Sparkman, 435 U.S."
914 S.W.2d 140,2,0,2,8,jurisdiction;federal_court;injunction;appeal;hearing,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | (Chenault v. Phillips, 914 S.W.2d 140 (Tex. 1996))."
972 S.W.2d 93,2,0,2,8,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | and hearing provisions are not triggered (Moorhead v. State, 972 S.W.2d 93"
115 S.W.3d 740,2,0,2,7,notice;federal_court;appeal;hearing;property_financial,"RESEARCH\RULE 12.pdf | Boudreau v. Federal Trust Bank, 115 S.W.3d 740 (Tex. App. 2003)"
187 F.3d 229,2,0,2,7,jurisdiction;rico;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-made-ongoing-threats-to-Plaintiff--including-threats-of-future-criminal-activity--demonst-1.pdf | stated in Cofacredit v. Windsor Plumbing Supply, 187 F.3d 229 (2nd Cir."
339 S.W.3d 260,2,0,2,7,law_enforcement;notice;appeal;sanctions_contempt;discovery,"RESEARCH\failed to plead.pdf | Baker, 339 S.W.3d 260 (Tex.App., 2011))."
457 U.S. 423,2,0,2,7,law_enforcement;jurisdiction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-03d92fa3-1.pdf | State Bar Ass'n, 457 U.S. 423, 435 (1982) ('So long as the constitutional"
53 S.W.3d 752,2,0,2,7,ex_parte;jurisdiction;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-Does-a-district-judge-in-1.pdf | Finally, In re Epperson, 53 S.W.3d 752 (Tex. App. 2001) addressed the issue of jurisdiction: ""Texas Department of Transportation v. Jones, 8 S.W.3d 636, 637"
13 F.3d 641,2,0,2,6,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Branthoover-collaborated-to-devise-a-scheme-involving-the-preparati-1.pdf | In United States v. Console, 13 F.3d 641 (3rd Cir. 1993), the Third Circuit"
19 S.W.3d 278,2,0,2,6,law_enforcement;child_support_oag;appeal;property_financial;custody,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | context); see also In re Doe 2, 19 S.W.3d 278, 282 (Tex. 2000) (applying"
226 S.W.2d 996,2,0,2,6,notice;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | Hagedorn, 148 Tex. 565, 226 S.W.2d 996, 1001 (1950)). It generally includes"
228 S.W.3d 354,2,0,2,6,jurisdiction;federal_court;injunction;appeal;hearing,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | the courts subject matter jurisdiction (Hendee v. Dewhurst, 228 S.W.3d 354"
232 S.W.3d 117,2,0,2,6,jurisdiction;federal_court;injunction;appeal;hearing,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | Alpert v. Gerstner, 232 S.W.3d 117 (Tex. App. 2006))."
240 S.W.3d 72,2,0,2,6,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Alexander v. State, 240 S.W.3d 72, 74 (Tex. App. 2007): ""But in an appeal"
319 S.W.3d 878,2,0,2,6,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | 319 S.W.3d 878 (Tex. App. 2010): ""The county criminal court may not retry"
33 S.W.3d 443,2,0,2,6,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-W (1)-1.pdf | In re Acceptance Insurance Co., 33 S.W.3d 443 (Tex. App. 2000) and"
478 S.W.2d 821,2,1,1,6,law_enforcement;federal_court;appeal;property_financial;sanctions_contempt,"CASE DOCS\12.09.25 - RESPONDENT'S PROPOSED PARENTING PLAN.pdf | 252 (Tex. App. 1996); Gunther v. Gunther, 478 S.W.2d 821 (Tex. Ct. App. 1972)). Such conduct"
559 S.W.3d 713,2,0,2,6,law_enforcement;due_process;notice;temporary_orders;fraud_perjury,"RESEARCH\vLex-Vincent-If-a-judge-in-Texas-deprived-a-litigant-of-their-home-and-property-without-a-hearing--issued-an-orde-1.pdf | As explained in In re A.J., 559 S.W.3d 713 (Tex. App. 2018): ""In analyzing a"
660 F.3d 346,2,0,2,6,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-wife-and-stepfather-s-actions-were-not-isolated-but-part-of-an-ongoing-scheme-to-defraud-the-hus-1.pdf | The Eighth Circuit in Crest Constr. II, Inc. v. Doe, 660 F.3d 346 (8th Cir."
751 F.2d 250,2,0,2,6,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | The Eighth Circuit in U.S. v. Becton, 751 F.2d 250 (8th Cir. 1985)"
773 S.W.2d 338,2,0,2,6,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | Co., Inc., 773 S.W.2d 338 (Tex. App. 1989), but note this case was stated as"
775 F.2d 1261,2,0,2,6,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | In U.S. v. Teplin, 775 F.2d 1261 (4th Cir. 1985), the court stated, ""While the"
786 F.3d 400,2,0,2,6,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | L.L.C. v. Hous. Indep. Sch. Dist., 786 F.3d 400, 41213 (5th Cir.2015)."
802 S.W.2d 237,2,0,2,6,hearing;appeal,"RESEARCH\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-1.pdf | Armadillo Bail Bonds v. State, 802 S.W.2d 237 (Tex. Crim. App. 1990)"
820 S.W.2d 247,2,1,1,6,mandamus;recusal;federal_court;notice;jurisdiction,"CASE DOCS\05.16.25 - NOTICE OF INTENT TO FILE MANDAMUS-1.pdf | law is available. Engle v. Coker, 820 S.W.2d 247 (Tex. App.Beaumont 1991, no"
827 S.W.2d 58,2,0,2,6,jurisdiction;notice;fraud_perjury;appeal;hearing,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | Hill v. Steinberger, 827 S.W.2d 58 (Tex. App. 1992))."
869 F.2d 771,2,0,2,6,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | Similarly, the Third Circuit in U.S. v. Zolicoffer, 869 F.2d 771 (3d Cir. 1989)"
885 F.2d 766,2,0,2,6,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | The Eleventh Circuit in U.S. v. Corona, 885 F.2d 766 (11th Cir. 1989) added"
95 S.W.3d 286,2,0,2,6,hearing;appeal,"RESEARCH\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-1.pdf | Glazer's Wholesale Distributors v. Heineken, 95 S.W.3d 286 (Tex. App."
116 S.W.3d 351,2,1,1,5,recusal;appeal;jurisdiction;civil_rights_1983;injunction,"CASE DOCS\08.29.25 - NOTICE OF INTENT TO COMMENCE FEDERAL ACTION-1.pdf | unauthorized (B.K. v. Cox, 116 S.W.3d 351 (Tex. App. 2003))."
165 S.W.3d 315,2,0,2,5,law_enforcement;due_process;child_support_oag;ex_parte;notice,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | enforcement of existing rights (In re Ford Motor Co., 165 S.W.3d 315"
168 S.W.3d 802,2,0,2,5,property_financial;appeal;custody;notice;federal_court,"RESEARCH\trial court is the sole judge of witness credibility.pdf | I.I.G.T., 412 S.W.3d at 806 (citing City of Keller v. Wilson, 168 S.W.3d 802,"
18 F.3d 899,2,0,2,5,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Evaluate-the-viability-of-the-complaint-filed-by-Charles-Dustin-Myers-under-the-Racketeer-Influenced-1.pdf | activity.'"" (quoting Jones v. Childers, 18 F.3d 899, 900 (11th Cir. 1994))."
244 S.W.3d 433,2,0,2,5,notice;federal_court;appeal;hearing;property_financial,"RESEARCH\RULE 12.pdf | Phillips, 244 S.W.3d 433 (Tex. App. 2007)). This is not a discretionary"
367 F.3d 212,2,0,2,5,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Based-on-the-above--Defendants-Myers-and-Branthoover-have-committed-multiple-RICO-predicate-acts-wir-1.pdf | American Chiropractic v. Trigon Healthcare, 367 F.3d 212 (4th Cir. 2004)"
397 S.W.3d 309,2,0,2,5,recusal;ex_parte;federal_court;appeal;jurisdiction,"RESEARCH\vLex-Vincent-Can-an-administrative-judge-use-1.pdf | extending logically to the judge's staff. As stated in In re Amos, 397 S.W.3d 309, 314 (Tex. App.Dallas 2013, no pet.) and cited in Ex parte Thuesen, 546 S.W.3d"
449 U.S. 24,2,0,2,5,fraud_perjury;appeal;law_enforcement;jurisdiction;civil_rights_1983,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | Cir. 1979) was superseded by Dennis v. Sparks, 449 U.S. 24 (1980)."
519 F.3d 1242,2,0,2,5,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | 2009); Robbins v. Oklahoma, 519 F.3d 1242 (10th Cir. 2008)noting Robbins"
535 F.3d 408,2,0,2,5,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | States v. Fowler, 535 F.3d 408, 421 (6th Cir. 2008) (""Unlike a substantive"
549 S.W.3d 330,2,0,2,5,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\vLex-Vincent-If-a-judge-orders-a-86b9e418-1.pdf | protect that child's health and safety. In re J.M., 549 S.W.3d 330, 332-33 (Tex. App.-Texarkana 2018, no pet.). Under this chapter, the Department is granted"
551 S.W.3d 236,2,0,2,5,law_enforcement;child_support_oag;appeal;property_financial;custody,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | 2013); Howe v. Howe, 551 S.W.3d 236 (Tex. App. 2018)."
583 S.W.3d 335,2,0,2,5,law_enforcement;appeal;property_financial;custody;protective_order,"RESEARCH\BEST INTERESTS.pdf | In re Interest of K.A.M.S., 583 S.W.3d 335 (Tex. App. 2019)"
603 S.W.3d 53,2,0,2,5,federal_court;appeal;hearing;sanctions_contempt;jurisdiction,"RESEARCH\ATTORNEY FAILURE TO PROSECUTE.pdf | re Murrin Bros. 1885, Ltd., 603 S.W.3d 53 (Tex. 2019))."
705 F.2d 1445,2,0,2,5,fraud_perjury;appeal;jurisdiction;civil_rights_1983;federal_court,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | 1993); Ammons v. Baldwin, 705 F.2d 1445 (5th Cir. 1983); Brewer v."
806 F.2d 1393,2,0,2,5,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Serv-Well Furniture Co., Inc., 806 F.2d 1393 (9th Cir. 1986))."
831 F.3d 815,2,0,2,5,rico;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-The-complaint-alleges-that-Defendants-knowingly-agreed-to-participate-in-the-racketeering-enterprise-1.pdf | Balmoral Racing Club, Inc., 831 F.3d 815 (7th Cir. 2016) that ""A RICO"
914 S.W.2d 252,2,1,1,5,law_enforcement;federal_court;appeal;property_financial;sanctions_contempt,"CASE DOCS\12.09.25 - RESPONDENT'S PROPOSED PARENTING PLAN.pdf | welfare (Marriage of Chandler, Matter of, 914 S.W.2d 252 (Tex. App. 1996); Gunther v."
940 S.W.2d 401,2,0,2,5,ex_parte;notice;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\Vlex - Parental Rights-1.pdf | Temporary orders in family law cases are generally not subject to interlocutory appeal. As noted in Normand v. Fox, 940 S.W.2d 401 (Tex. App. 1997), temporary"
979 S.W.2d 686,2,0,2,5,law_enforcement;due_process;recusal;notice;fraud_perjury,"RESEARCH\vLex-Vincent-List-what-precludes-an-attorney-from-arguing-at-trial-when-she-has-been-non-responsive-to-every-sing-1.pdf | Laub v. Pesikoff, 979 S.W.2d 686 (Tex. App. 1998)."
117 S.W.3d 831,2,2,0,4,law_enforcement;recusal;notice;jurisdiction;temporary_orders,"CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf | administration of justice Gonzalez v. State, 117 S.W.3d 831 (Tex. Crim. App. 2003). If an"
141 S.W.3d 907,2,2,0,4,law_enforcement;recusal;notice;jurisdiction;temporary_orders,"CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf | C.F., Jr., 141 S.W.3d 907, 913 (Tex. App.San Antonio 2004, no pet.) (affirming sanctions"
144 S.W.3d 64,2,0,2,4,law_enforcement;child_support_oag;appeal;property_financial;custody,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | Long v. Long, 144 S.W.3d 64 (Tex. App. 2004)"
206 S.W.3d 572,2,2,0,4,recusal;jurisdiction;temporary_orders;lockout_eviction;federal_court,"CASE DOCS\11.25.25 - RESPONSE TO MOTION FOR NO-EVIDENCE SUMMARY JUDGMENT PART 1.pdf | specified in the motion. Mack Trucks, Inc. v. Tamez, 206 S.W.3d 572, 581-82 (Tex.2006). This"
208 F.3d 72,2,0,2,4,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | U.S. v. Zichettello, 208 F.3d 72 (2nd Cir. 1998)"
327 S.W.2d 428,2,0,2,4,jurisdiction;federal_court;injunction;appeal;hearing,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | Freeman, 327 S.W.2d 428, 433 (Tex. 1959) (same))."
333 F.3d 1264,2,0,2,4,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-coordinated-and-planned-the-fraudulent-acts--including-wire-fraud---1.pdf | defraud.' United States v. Hasson, 333 F.3d 1264, 1270 (11th Cir. 2003)."
364 U.S. 51,2,0,2,4,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-If-a-defendant-in-oklahoma-conspires-with-someone-s-wife-in-texas-to-defraud-the-husband-of-his-prop-1.pdf | States v. Dege, 364 U.S. 51, 54-55 (1960)."
369 S.W.3d 894,2,0,2,4,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Furthermore, Blanton v. State, 369 S.W.3d 894 (Tex. Crim. App. 2012)"
388 F.3d 1199,2,0,2,4,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers--Margie-Evonne-Wilson--and-Danielle-Kenneth-Branthoover-each-played-a-role-in--1.pdf | The Ninth Circuit in U.S. v. Fernandez, 388 F.3d 1199 (9th Cir. 2004)"
40 S.W.3d 190,2,0,2,4,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-s-1.pdf | In re Johnnie Tasby, 40 S.W.3d 190 (Tex. App. 2001)"
407 F.3d 690,2,0,2,4,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.pdf | (quoting Plotkin v. IP Axess, Inc., 407 F.3d 690, 696 (5th Cir. 2005)). Legal"
410 S.W.3d 498,2,0,2,4,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-record-contains-unrefuted-evidence-of-procedural-irregularities--favoritism--and-disregard-for-m-1.pdf | 319 (Tex. App. 2014), Fuelberg v. State, 410 S.W.3d 498 (Tex. App. 2013),"
464 S.W.3d 23,2,0,2,4,notice;federal_court;appeal;hearing;property_financial,"RESEARCH\RULE 12.pdf | Tanner v. Black, 464 S.W.3d 23 (Tex. App. 2015)). Failure to do so"
484 S.W.3d 656,2,0,2,4,jurisdiction;fraud_perjury;federal_court;appeal;hearing,"RESEARCH\ATTORNEY FAILURE TO PROSECUTE.pdf | App. 2023); Rodriguez v. Marcus, 484 S.W.3d 656 (Tex. App. 2016)). If"
523 F.3d 546,2,2,0,4,notice;jurisdiction;custody;federal_court;property_financial,"CASE DOCS\03.31.25 - PETITIONER'S STATEMENT-1.pdf | pleaded complaint. Bernhard v. Whitney Natl Bank, 523 F.3d 546, 551 (5th Cir.2008). Defendant"
546 U.S. 81,2,0,2,4,jurisdiction;fraud_perjury;federal_court;civil_rights_1983;property_financial,"RESEARCH\vLex-Vincent-What-claims-can-be-made-in-federal-court-under-diversity-jurisdiction-if-a-victim-sues-a-perpetrator-1.pdf | Cir. 2014) (quoting Lincoln Prop. Co. v. Roche, 546 U.S. 81, 89 (2005))."""
561 F.3d 1090,2,0,2,4,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-specifically-pleads-ongoing-communications--threats--and-a-continuing-enterprise-with-a-ris-1.pdf | (quoting Smith v. United States, 561 F.3d 1090, 1098 (10th Cir. 2009))."
571 S.W.2d 366,2,0,2,4,notice;federal_court;appeal;hearing;property_financial,"RESEARCH\RULE 12.pdf | Texas State Bd. of Public Accountancy, 571 S.W.2d 366 (Tex. Ct. App. 1978);"
586 S.W.3d 94,2,0,2,4,law_enforcement;appeal;property_financial;custody;protective_order,"RESEARCH\BEST INTERESTS.pdf | Fam. Code  153.193; Brandon v. Rudisel, 586 S.W.3d 94 (Tex. App. 2019))."
610 F.2d 302,2,0,2,4,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | In U.S. v. Tilton, 610 F.2d 302 (5th Cir. 1980), the court reiterated this"
685 F.2d 1208,2,0,2,4,rico;lockout_eviction;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-The-complaint-alleges-that-Defendants-knowingly-agreed-to-participate-in-the-racketeering-enterprise-1.pdf | U.S. v. Brooklier, 685 F.2d 1208 (9th Cir. 1982)"
693 S.W.2d 782,2,0,2,4,notice;federal_court;appeal;hearing;property_financial,"RESEARCH\RULE 12.pdf | clear and no timely objection is made (Sloan v. Rivers, 693 S.W.2d 782 (Tex."
7 S.W.3d 181,2,2,0,4,recusal;jurisdiction;appeal;mandamus;custody,"CASE DOCS\09.25.25 - AFFIDAVIT OF CHARLES DUSTIN MYERS.pdf | the merits or jurisdiction is for the court, not the clerk (In re Washington, 7 S.W.3d 181 (Tex."
703 S.W.2d 674,2,0,2,4,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | v. Alabama, 395 U.S. 238, 242 (1969); Ex parte Williams, 703 S.W.2d 674,"
