corpus,source_pdf,source_txt,date,case_numbers,signal_total,federal,district_court,removal,remand,civil_rights_1983,rico,due_process,jurisdiction,abstention,injunction,mandamus
research,RESEARCH\vLex-Vincent-The-regional-presiding-judge-has-1.pdf,extracted_research\vLex-Vincent-The-regional-presiding-judge-has-1.txt,,,71,0,1,1,0,0,0,0,3,0,0,66
research,RESEARCH\vLex-Vincent--Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-and-January-2024--Defendants-continu-05419b6b-1.pdf,extracted_research\vLex-Vincent--Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-and-January-2024--Defendants-continu-05419b6b-1.txt,,,69,1,8,0,0,0,60,0,0,0,0,0
research,RESEARCH\vLex-Vincent--Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-and-January-2024--Defendants-continu-1.pdf,extracted_research\vLex-Vincent--Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-and-January-2024--Defendants-continu-1.txt,,,69,1,8,0,0,0,60,0,0,0,0,0
research,RESEARCH\vLex-Vincent--Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-and-January-2024--Defendants-continu-d5f07e01-1.pdf,extracted_research\vLex-Vincent--Plaintiff-alleged-that-after-the-initial-acts-in-December-2023-and-January-2024--Defendants-continu-d5f07e01-1.txt,,,69,1,8,0,0,0,60,0,0,0,0,0
case,CASE DOCS\04.03.24 - Notice of filing Original Proceeding-1.pdf,extracted_text\04.03.24 - Notice of filing Original Proceeding-1.txt,2024-04-03,,68,0,22,0,0,0,0,2,8,0,2,34
case,CASE DOCS\11.03.25 - MOTION FOR LEAVE TO SUPPLEMENT.pdf,extracted_text\11.03.25 - MOTION FOR LEAVE TO SUPPLEMENT.txt,2025-11-03,,68,6,2,2,2,0,6,0,14,0,6,30
case,CASE DOCS\04.22.2025_02-25-00164-CV EN BANC SAPCR-1.pdf,extracted_text\04.22.2025_02-25-00164-CV EN BANC SAPCR-1.txt,2025-04-22,,64,0,16,0,2,0,0,2,0,0,0,44
research,RESEARCH\VLEX EVANS-1.pdf,extracted_research\VLEX EVANS-1.txt,,,63,0,8,1,0,1,0,5,10,0,0,38
case,CASE DOCS\04.03.2025_MOTION TO CONSOLIDATE 322-1.pdf,extracted_text\04.03.2025_MOTION TO CONSOLIDATE 322-1.txt,2025-04-03,,62,0,24,0,0,0,0,0,20,0,2,16
case,CASE DOCS\12.08.25 - THIRD AMENDED COUNTERPETITION FOR DIVORCE.pdf,extracted_text\12.08.25 - THIRD AMENDED COUNTERPETITION FOR DIVORCE.txt,2025-12-08,,62,4,2,6,0,0,0,2,16,0,6,26
research,RESEARCH\EMAILS FROM BAKER ANALYSIS.pdf,extracted_research\EMAILS FROM BAKER ANALYSIS.txt,,,62,5,11,1,10,0,11,5,11,0,0,8
case,CASE DOCS\08.27.25 - NOTICE OF INTENT TO FILE RECUSAL-1.pdf,extracted_text\08.27.25 - NOTICE OF INTENT TO FILE RECUSAL-1.txt,2025-08-27,,60,4,12,2,0,0,0,32,0,2,4,4
research,RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-1.pdf,extracted_research\vLex-Vincent-Morgan-Michelle-Myers-1.txt,,,59,3,6,8,3,0,0,0,8,0,0,31
case,CASE DOCS\03.20.25 EMERGENCY EX-PARTE MOTION TO-1.pdf,extracted_text\03.20.25 EMERGENCY EX-PARTE MOTION TO-1.txt,2025-03-20,,58,30,6,0,0,2,0,0,14,0,4,2
case,CASE DOCS\04.15.2025_DOMINANT JURISDICTION ANALYSIS-1.pdf,extracted_text\04.15.2025_DOMINANT JURISDICTION ANALYSIS-1.txt,2025-04-15,,58,0,10,0,0,0,0,0,44,0,0,4
case,CASE DOCS\09.22.25 - NOTICE-1-1.pdf,extracted_text\09.22.25 - NOTICE-1-1.txt,2025-09-22,,58,2,4,0,0,0,48,0,0,0,0,4
research,RESEARCH\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-1.pdf,extracted_research\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-1.txt,,,58,0,7,11,0,0,0,25,2,0,0,13
research,RESEARCH\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-6337074f-1.pdf,extracted_research\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-6337074f-1.txt,,,58,0,7,11,0,0,0,25,2,0,0,13
research,RESEARCH\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-791191ec-1.pdf,extracted_research\vLex-Vincent--STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HON--KENNETH-NEWELL--DISTRICT-JUDGE-OF-THE-233rd-DISTRICT-COUR-791191ec-1.txt,,,58,0,7,11,0,0,0,25,2,0,0,13
case,CASE DOCS\04.21.2025_02-25-00166-CV - EN BANC VOID ORDER-1.pdf,extracted_text\04.21.2025_02-25-00166-CV - EN BANC VOID ORDER-1.txt,2025-04-21,,57,0,8,0,0,0,0,14,12,0,0,23
research,RESEARCH\vLex-Vincent-Question-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petiti-1.pdf,extracted_research\vLex-Vincent-Question-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petiti-1.txt,,,57,0,7,13,0,0,0,4,9,0,0,24
research,RESEARCH\vLex-Vincent-Question-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petiti-14ace95a-1.pdf,extracted_research\vLex-Vincent-Question-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petiti-14ace95a-1.txt,,,57,0,7,13,0,0,0,4,9,0,0,24
research,RESEARCH\vLex-Vincent-The-regional-judge-s-actions-are-part-of-a-broader-pattern-of-procedural-irregularities--including-t-1.pdf,extracted_research\vLex-Vincent-The-regional-judge-s-actions-are-part-of-a-broader-pattern-of-procedural-irregularities--including-t-1.txt,,,57,1,0,0,1,2,0,39,0,0,0,14
case,CASE DOCS\04.07.2025_233-765358-25 PETITIONERS NOTICE OF INTENT TO FILE MANDAMUS-1.pdf,extracted_text\04.07.2025_233-765358-25 PETITIONERS NOTICE OF INTENT TO FILE MANDAMUS-1.txt,2025-04-07,,56,0,18,0,0,0,0,0,20,0,2,16
research,RESEARCH\vLex-Vincent-What-Texas-case-law-supports-1.pdf,extracted_research\vLex-Vincent-What-Texas-case-law-supports-1.txt,,,56,1,0,0,0,0,0,54,1,0,0,0
research,RESEARCH\vLex-Vincent-Does-a-Texas-court-have-1.pdf,extracted_research\vLex-Vincent-Does-a-Texas-court-have-1.txt,,,55,0,7,0,0,0,0,0,48,0,0,0
research,RESEARCH\vLex-Vincent-Does-a-Texas-court-have-90bae863-1.pdf,extracted_research\vLex-Vincent-Does-a-Texas-court-have-90bae863-1.txt,,,55,0,7,0,0,0,0,0,48,0,0,0
research,RESEARCH\vLex-Vincent-Does-a-Texas-court-have-c0d046b3-1.pdf,extracted_research\vLex-Vincent-Does-a-Texas-court-have-c0d046b3-1.txt,,,55,0,7,0,0,0,0,0,48,0,0,0
research,RESEARCH\vLex-Vincent-Does-a-Texas-court-have-da0fb395-1.pdf,extracted_research\vLex-Vincent-Does-a-Texas-court-have-da0fb395-1.txt,,,55,0,7,0,0,0,0,0,48,0,0,0
case,CASE DOCS\12.08.25 - RESPONDENT'S ANSWER TO PETITIONER'S SECOND AMENDED PETITION.pdf,extracted_text\12.08.25 - RESPONDENT'S ANSWER TO PETITIONER'S SECOND AMENDED PETITION.txt,2025-12-08,,54,0,4,4,0,0,0,6,0,0,0,40
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (1)-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (1)-1.txt",,,53,0,2,0,0,0,0,1,50,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (1)-46729ad3-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (1)-46729ad3-1.txt",,,53,0,2,0,0,0,0,1,50,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (1)-5ae5b6a7-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (1)-5ae5b6a7-1.txt",,,53,0,2,0,0,0,0,1,50,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party-1.txt",,,53,0,2,0,0,0,0,1,50,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party-1f0744bc-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party-1f0744bc-1.txt",,,53,0,2,0,0,0,0,1,50,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party-c832e5fb-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party-c832e5fb-1.txt",,,53,0,2,0,0,0,0,1,50,0,0,0
case,CASE DOCS\03.26.24 - 2nd Amended Preparatory Notice-1.pdf,extracted_text\03.26.24 - 2nd Amended Preparatory Notice-1.txt,2024-03-26,,52,14,6,10,0,0,0,16,6,0,0,0
case,CASE DOCS\03.26.24 - SECOND PREPARATORY NOTICE FOR JUDICIAL REVIEW-1.pdf,extracted_text\03.26.24 - SECOND PREPARATORY NOTICE FOR JUDICIAL REVIEW-1.txt,2024-03-26,,52,14,6,10,0,0,0,16,6,0,0,0
case,CASE DOCS\04.07.25 - NOTICE - INTENT TO FILE MANDAMUS-1.pdf,extracted_text\04.07.25 - NOTICE - INTENT TO FILE MANDAMUS-1.txt,2025-04-07,,52,0,18,0,0,0,0,0,20,0,2,12
case,CASE DOCS\05.22.2025_MOTION TO STRIKE OAG-1.pdf,extracted_text\05.22.2025_MOTION TO STRIKE OAG-1.txt,2025-05-22,,52,28,12,0,0,0,0,4,8,0,0,0
research,RESEARCH\vLex-Vincent-Does-a-district-judge-in-6670bc4d-1.pdf,extracted_research\vLex-Vincent-Does-a-district-judge-in-6670bc4d-1.txt,,,52,0,0,11,0,0,0,5,33,0,3,0
research,RESEARCH\TRIAL BY AMBUSH.pdf,extracted_research\TRIAL BY AMBUSH.txt,,,51,0,1,0,0,0,0,30,16,0,4,0
research,RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf,extracted_research\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.txt,,,51,47,3,0,0,1,0,0,0,0,0,0
case,CASE DOCS\02.20.25 - MOTION TO SIGN-1-1.pdf,extracted_text\02.20.25 - MOTION TO SIGN-1-1.txt,2025-02-20,,50,4,4,0,18,0,0,0,2,0,22,0
case,CASE DOCS\02.20.25 - MOTION TO SIGN-1.pdf,extracted_text\02.20.25 - MOTION TO SIGN-1.txt,2025-02-20,,50,4,4,0,18,0,0,0,2,0,22,0
case,CASE DOCS\02.25.2025_MOTION TO SIGN-1.pdf,extracted_text\02.25.2025_MOTION TO SIGN-1.txt,2025-02-25,,50,4,4,0,18,0,0,0,2,0,22,0
case,CASE DOCS\03.26.24 - Second Amended Prepatory Notice for Judicial Review-1.pdf,extracted_text\03.26.24 - Second Amended Prepatory Notice for Judicial Review-1.txt,2024-03-26,,50,13,6,9,0,0,0,16,6,0,0,0
case,CASE DOCS\03.28.25 - Notice of Legal Clarification-1.pdf,extracted_text\03.28.25 - Notice of Legal Clarification-1.txt,2025-03-28,,50,6,12,10,12,0,0,4,6,0,0,0
case,CASE DOCS\09.29.25 - MOTION TO DISMISS 0861.pdf,extracted_text\09.29.25 - MOTION TO DISMISS 0861.txt,2025-09-29,,50,0,8,0,0,0,18,2,4,0,0,18
case,CASE DOCS\12.13.24 - Notice of Related Case-1.pdf,extracted_text\12.13.24 - Notice of Related Case-1.txt,2024-12-13,,50,26,8,6,0,0,0,0,8,0,0,2
research,RESEARCH\vLex-Vincent----The-judge-and-court-coordinator-allegedly-altered-and-selectively-transmitted-recusal-motions-and-1.pdf,extracted_research\vLex-Vincent----The-judge-and-court-coordinator-allegedly-altered-and-selectively-transmitted-recusal-motions-and-1.txt,,,49,2,1,0,0,5,20,0,21,0,0,0
research,RESEARCH\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-1.pdf,extracted_research\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-1.txt,,,49,0,8,1,0,0,0,2,10,0,0,28
research,RESEARCH\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-a18071e7-1.pdf,extracted_research\vLex-Vincent-1-No-25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-Wr-a18071e7-1.txt,,,49,0,8,1,0,0,0,2,10,0,0,28
research,RESEARCH\vLex-Vincent-What-are-all-the-grounds-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-1.txt,,,49,10,2,8,0,0,0,24,5,0,0,0
research,RESEARCH\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-4d8e11d6-1.txt,,,49,10,2,8,0,0,0,24,5,0,0,0
research,RESEARCH\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.pdf,extracted_research\vLex-Vincent-What-are-all-the-grounds-f730eda7-1.txt,,,49,10,2,8,0,0,0,24,5,0,0,0
case,CASE DOCS\03.24.25 - EMERGENCY EX-PARTE TRO-1.pdf,extracted_text\03.24.25 - EMERGENCY EX-PARTE TRO-1.txt,2025-03-24,,48,0,18,2,0,0,0,0,12,0,8,8
case,CASE DOCS\12.06.24 - 24-CV-01185-O REMAND ORDER-1.pdf,extracted_text\12.06.24 - 24-CV-01185-O REMAND ORDER-1.txt,2024-12-06,24-CV-01185-O,48,28,2,6,0,0,0,0,12,0,0,0
research,RESEARCH\vLex-Vincent-The-same-associate-judge-who-made-the-initial-ruling-is-presiding-over-the-de-novo-request--Due-proc-1.pdf,extracted_research\vLex-Vincent-The-same-associate-judge-who-made-the-initial-ruling-is-presiding-over-the-de-novo-request--Due-proc-1.txt,,,48,9,2,0,0,0,0,34,3,0,0,0
research,RESEARCH\vLex-Vincent-TIMELINE-OF-EVENTS--Myers--Defendant-Morgan-Michelle-Myers--Branthoover---Defendant-Daniel-Kenneth-B-1.pdf,extracted_research\vLex-Vincent-TIMELINE-OF-EVENTS--Myers--Defendant-Morgan-Michelle-Myers--Branthoover---Defendant-Daniel-Kenneth-B-1.txt,,,47,7,7,2,0,0,19,1,4,0,0,7
case,CASE DOCS\03.31.25 - PET'S STATEMENT-1.pdf,extracted_text\03.31.25 - PET'S STATEMENT-1.txt,2025-03-31,,46,2,24,0,10,0,0,6,4,0,0,0
case,CASE DOCS\03.31.25 - Petitioners Statement-1.pdf,extracted_text\03.31.25 - Petitioners Statement-1.txt,2025-03-31,,46,2,24,0,10,0,0,6,4,0,0,0
case,CASE DOCS\04.01.2025_233-765358-25 PETITIONERS STATEMENT-1.pdf,extracted_text\04.01.2025_233-765358-25 PETITIONERS STATEMENT-1.txt,2025-04-01,,46,2,24,0,10,0,0,6,4,0,0,0
case,CASE DOCS\09.25.25 - MANDAMUS RECORD.pdf,extracted_text\09.25.25 - MANDAMUS RECORD.txt,2025-09-25,,46,0,6,0,0,0,18,2,4,0,0,16
case,CASE DOCS\03.06.2025_UNOPPOSED MOTION TO DISMISS FOR LACK OF JURISDICTION-1.pdf,extracted_text\03.06.2025_UNOPPOSED MOTION TO DISMISS FOR LACK OF JURISDICTION-1.txt,2025-03-06,,44,10,4,2,8,0,0,0,20,0,0,0
case,CASE DOCS\03.31.25 - PETITIONER'S REQUEST FOR DECLARATORY JUDGMENT (2)-1.pdf,extracted_text\03.31.25 - PETITIONER'S REQUEST FOR DECLARATORY JUDGMENT (2)-1.txt,2025-03-31,,44,2,20,0,4,0,0,4,14,0,0,0
case,CASE DOCS\03.31.25 - REQUEST FOR DECLARATORY JUDGEMENT-1.pdf,extracted_text\03.31.25 - REQUEST FOR DECLARATORY JUDGEMENT-1.txt,2025-03-31,,44,2,20,0,4,0,0,4,14,0,0,0
case,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,02-25-00164-CV,44,2,10,0,0,0,0,6,8,0,0,18
case,CASE DOCS\04.25.24 - Rehearing Denied (2nd COA)-1.pdf,extracted_text\04.25.24 - Rehearing Denied (2nd COA)-1.txt,2024-04-25,,44,0,10,0,0,0,0,0,0,0,0,34
case,CASE DOCS\09.17.25 - OBJ TO LR 1.06B2-1.pdf,extracted_text\09.17.25 - OBJ TO LR 1.06B2-1.txt,2025-09-17,,44,12,4,0,0,0,0,28,0,0,0,0
case,CASE DOCS\03.06.25 - UNOPPOSED MOTION FOR LACK OF JURIS-1.pdf,extracted_text\03.06.25 - UNOPPOSED MOTION FOR LACK OF JURIS-1.txt,2025-03-06,,42,10,4,2,8,0,0,0,18,0,0,0
case,CASE DOCS\03.14.24 - TEMP ORDERS REDACTED-1.pdf,extracted_text\03.14.24 - TEMP ORDERS REDACTED-1.txt,2024-03-14,,42,30,2,0,0,0,0,0,6,0,4,0
case,CASE DOCS\03.26.2024_TEMPORARY ORDERS-1.pdf,extracted_text\03.26.2024_TEMPORARY ORDERS-1.txt,2024-03-26,,42,30,2,0,0,0,0,0,6,0,4,0
case,CASE DOCS\03.26.24 - TEMPORARY ORDERS (ILLEGAL)-1.pdf,extracted_text\03.26.24 - TEMPORARY ORDERS (ILLEGAL)-1.txt,2024-03-26,,42,30,2,0,0,0,0,0,6,0,4,0
case,CASE DOCS\03.26.24 - TEMPORARY ORDERS-1.pdf,extracted_text\03.26.24 - TEMPORARY ORDERS-1.txt,2024-03-26,,42,30,2,0,0,0,0,0,6,0,4,0
case,CASE DOCS\04.07.2025_RESPONDENTS NOTICE OF INTENT TO FILE PROHIBITION-1.pdf,extracted_text\04.07.2025_RESPONDENTS NOTICE OF INTENT TO FILE PROHIBITION-1.txt,2025-04-07,,42,2,12,0,0,0,0,0,24,0,2,2
case,CASE DOCS\04.07.25 - NOTICE OF INTENT TO FILE WRIT OF PROHIBITION-1.pdf,extracted_text\04.07.25 - NOTICE OF INTENT TO FILE WRIT OF PROHIBITION-1.txt,2025-04-07,,42,2,12,0,0,0,0,0,24,0,2,2
case,CASE DOCS\04.18.24 - 2ND COA REHEARING-1.pdf,extracted_text\04.18.24 - 2ND COA REHEARING-1.txt,2024-04-18,,42,0,8,0,0,0,0,0,0,0,0,34
case,CASE DOCS\04.27.25 - NOTCE OF INTENT PROHIBITION-1.pdf,extracted_text\04.27.25 - NOTCE OF INTENT PROHIBITION-1.txt,2025-04-27,,42,2,12,0,0,0,0,0,24,0,2,2
case,CASE DOCS\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.pdf,extracted_text\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.txt,2024-04-28,,42,0,8,0,0,0,0,0,0,0,0,34
case,CASE DOCS\11.11.2024_MOTION TO ENTER JUDGMENT-1.pdf,extracted_text\11.11.2024_MOTION TO ENTER JUDGMENT-1.txt,2024-11-11,,42,2,10,2,0,0,0,14,12,0,0,2
research,RESEARCH\vLex-Vincent-The-regional-presiding-judge-has (2)-1.pdf,extracted_research\vLex-Vincent-The-regional-presiding-judge-has (2)-1.txt,,,41,0,2,0,0,1,0,0,1,0,0,37
case,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,,40,0,16,0,6,0,0,4,6,0,2,6
case,CASE DOCS\10.10.25 - Response in Opposition to Petitioner's Motion for Sanctions-1.pdf,extracted_text\10.10.25 - Response in Opposition to Petitioner's Motion for Sanctions-1.txt,2025-10-10,,40,6,20,0,0,0,2,0,2,0,10,0
case,CASE DOCS\11.10.24 - MOTIONTOENTERJUDGEMENT_Redacted-1.pdf,extracted_text\11.10.24 - MOTIONTOENTERJUDGEMENT_Redacted-1.txt,2024-11-10,,40,2,14,3,0,0,0,16,3,0,0,2
case,CASE DOCS\04.22.2025_02-25-00171-CV - EN BANC CONSOLIDATION-1.pdf,extracted_text\04.22.2025_02-25-00171-CV - EN BANC CONSOLIDATION-1.txt,2025-04-22,,39,0,6,0,0,0,0,10,0,0,0,23
research,RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf,extracted_research\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.txt,,,39,39,0,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.12.25 - REQUEST TO SET UN-OPPOSED SUMMARY JUDGMENT AND UN-OPPOSED RULE 12 MOTIONS FOR SUBMISSION-1.pdf,extracted_text\03.12.25 - REQUEST TO SET UN-OPPOSED SUMMARY JUDGMENT AND UN-OPPOSED RULE 12 MOTIONS FOR SUBMISSION-1.txt,2025-03-12,,38,8,12,6,0,0,0,12,0,0,0,0
case,CASE DOCS\07.30.25 - first amended MOTION REHEARING.pdf,extracted_text\07.30.25 - first amended MOTION REHEARING.txt,2025-07-30,,38,0,0,0,4,0,0,8,2,0,0,24
case,CASE DOCS\08.21.25 - SECOND AMENDED MOTION FOR REHEARING.pdf,extracted_text\08.21.25 - SECOND AMENDED MOTION FOR REHEARING.txt,2025-08-21,,38,0,8,0,0,0,0,2,18,0,0,10
case,CASE DOCS\11.24.24 - ORDER OF REFERRAL-1.pdf,extracted_text\11.24.24 - ORDER OF REFERRAL-1.txt,2024-11-24,,38,0,6,0,0,0,18,2,4,0,0,8
case,CASE DOCS\12.16.2024_MYERS V BRANTHOOVER Civil No 524-cv-01311-1.pdf,extracted_text\12.16.2024_MYERS V BRANTHOOVER Civil No 524-cv-01311-1.txt,2024-12-16,,38,18,4,6,0,0,0,0,8,0,0,2
research,RESEARCH\vLex-Vincent-Can-a-judge-be-recused-1.pdf,extracted_research\vLex-Vincent-Can-a-judge-be-recused-1.txt,,,38,5,2,14,3,0,0,11,1,0,0,2
research,RESEARCH\vLex-Vincent-Can-a-judge-be-recused-17f31b40-1.pdf,extracted_research\vLex-Vincent-Can-a-judge-be-recused-17f31b40-1.txt,,,38,5,2,14,3,0,0,11,1,0,0,2
research,RESEARCH\vLex-Vincent-Can-a-judge-be-recused-76e5928a-1.pdf,extracted_research\vLex-Vincent-Can-a-judge-be-recused-76e5928a-1.txt,,,38,5,2,14,3,0,0,11,1,0,0,2
research,RESEARCH\vLex-Vincent-What-are-the-fundamental-types-of-legal-documents--including-petitions--responses--motions--and-orde-1.pdf,extracted_research\vLex-Vincent-What-are-the-fundamental-types-of-legal-documents--including-petitions--responses--motions--and-orde-1.txt,,,38,0,3,12,0,0,0,4,13,0,1,5
case,CASE DOCS\09.09.25 - ORDER OF REFERRAL MUNFORD-1.pdf,extracted_text\09.09.25 - ORDER OF REFERRAL MUNFORD-1.txt,2025-09-09,,36,14,4,0,0,0,12,6,0,0,0,0
case,CASE DOCS\09.11.25 - MOTION TO RECUSE THE REGIONAL JUDGE-1.pdf,extracted_text\09.11.25 - MOTION TO RECUSE THE REGIONAL JUDGE-1.txt,2025-09-11,,36,0,4,0,0,0,18,2,4,0,0,8
case,CASE DOCS\09.12.25 - FIRST AMENDED MOTION TO RECUSE THE REGIONAL JUDGE-1.pdf,extracted_text\09.12.25 - FIRST AMENDED MOTION TO RECUSE THE REGIONAL JUDGE-1.txt,2025-09-12,,36,0,4,0,0,0,18,2,4,0,0,8
research,RESEARCH\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-1.pdf,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-1.txt,,,36,0,4,9,0,0,0,22,0,0,0,1
research,RESEARCH\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-b3c003b4-1.pdf,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-b3c003b4-1.txt,,,36,0,4,9,0,0,0,22,0,0,0,1
research,RESEARCH\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-c96c595b-1.pdf,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-c96c595b-1.txt,,,36,0,4,9,0,0,0,22,0,0,0,1
research,RESEARCH\regional_retired_judges.pdf,extracted_research\regional_retired_judges.txt,,,35,0,1,1,2,0,0,10,5,0,0,16
case,CASE DOCS\02.09.2024_EXHIBIT A1 - TEXT RECORDS AND VISUALIZATIONS-1.pdf,extracted_text\02.09.2024_EXHIBIT A1 - TEXT RECORDS AND VISUALIZATIONS-1.txt,2024-02-09,,34,0,0,0,0,16,0,0,18,0,0,0
case,CASE DOCS\02.09.25 - Exhibit A.1 TEXTS AND VIZUALIZATIONS-1.pdf,extracted_text\02.09.25 - Exhibit A.1 TEXTS AND VIZUALIZATIONS-1.txt,2025-02-09,,34,0,0,0,0,16,0,0,18,0,0,0
case,CASE DOCS\03.14.25 - BAKER JUDGE REINSTATEMENTS-1.pdf,extracted_text\03.14.25 - BAKER JUDGE REINSTATEMENTS-1.txt,2025-03-14,,34,8,4,2,20,0,0,0,0,0,0,0
case,CASE DOCS\03.14.25 - SUMMARY JUDGEMENT EMAIL BAKER-1.pdf,extracted_text\03.14.25 - SUMMARY JUDGEMENT EMAIL BAKER-1.txt,2025-03-14,,34,8,4,2,20,0,0,0,0,0,0,0
case,CASE DOCS\03.18.2025_233-765358-25 - COVER LETTER - SAPCR-1.pdf,extracted_text\03.18.2025_233-765358-25 - COVER LETTER - SAPCR-1.txt,2025-03-18,,34,8,0,0,10,0,0,0,10,0,4,2
case,CASE DOCS\03.18.25 - SAPCR COVER LETTER-1-1.pdf,extracted_text\03.18.25 - SAPCR COVER LETTER-1-1.txt,2025-03-18,,34,8,0,0,10,0,0,0,10,0,4,2
case,CASE DOCS\03.18.25 - SAPCR COVER LETTER-1.pdf,extracted_text\03.18.25 - SAPCR COVER LETTER-1.txt,2025-03-18,,34,8,0,0,10,0,0,0,10,0,4,2
